Municipios;Sexo;Periodo;Total
29008 Alhaurín el Grande;Total;2014;24.210
29008 Alhaurín el Grande;Total;2013;24.249
29008 Alhaurín el Grande;Total;2012;24.074
29008 Alhaurín el Grande;Total;2011;23.807
29008 Alhaurín el Grande;Total;2010;23.675
29008 Alhaurín el Grande;Total;2009;23.319
29008 Alhaurín el Grande;Total;2008;22.785
29008 Alhaurín el Grande;Total;2007;21.776
29008 Alhaurín el Grande;Total;2006;21.070
29008 Alhaurín el Grande;Total;2005;20.074
29008 Alhaurín el Grande;Total;2004;19.324
29008 Alhaurín el Grande;Total;2003;18.797
29008 Alhaurín el Grande;Total;2002;17.941
29008 Alhaurín el Grande;Total;2001;17.488
29008 Alhaurín el Grande;Total;2000;17.021
29008 Alhaurín el Grande;Total;1999;16.870
29008 Alhaurín el Grande;Total;1998;16.838
29008 Alhaurín el Grande;Total;1997;""
29008 Alhaurín el Grande;Total;1996;16.859
29008 Alhaurín el Grande;Hombres;2022;13.183
29008 Alhaurín el Grande;Hombres;2021;13.022
29008 Alhaurín el Grande;Hombres;2020;12.671
29008 Alhaurín el Grande;Hombres;2019;12.344
29008 Alhaurín el Grande;Hombres;2018;12.066
29008 Alhaurín el Grande;Hombres;2017;12.350
29008 Alhaurín el Grande;Hombres;2016;12.157
29008 Alhaurín el Grande;Hombres;2015;12.167
29008 Alhaurín el Grande;Hombres;2014;12.103
29008 Alhaurín el Grande;Hombres;2013;12.144
29008 Alhaurín el Grande;Hombres;2012;12.065
29008 Alhaurín el Grande;Hombres;2011;11.976
29008 Alhaurín el Grande;Hombres;2010;11.913
29008 Alhaurín el Grande;Hombres;2009;11.730
29008 Alhaurín el Grande;Hombres;2008;11.504
29008 Alhaurín el Grande;Hombres;2007;10.956
29008 Alhaurín el Grande;Hombres;2006;10.620
29008 Alhaurín el Grande;Hombres;2005;10.104
29008 Alhaurín el Grande;Hombres;2004;9.718
29008 Alhaurín el Grande;Hombres;2003;9.428
29008 Alhaurín el Grande;Hombres;2002;8.978
29008 Alhaurín el Grande;Hombres;2001;8.736
29008 Alhaurín el Grande;Hombres;2000;8.509
29008 Alhaurín el Grande;Hombres;1999;8.438
29008 Alhaurín el Grande;Hombres;1998;8.418
29008 Alhaurín el Grande;Hombres;1997;""
29008 Alhaurín el Grande;Hombres;1996;8.381
29008 Alhaurín el Grande;Mujeres;2022;13.253
29008 Alhaurín el Grande;Mujeres;2021;13.073
29008 Alhaurín el Grande;Mujeres;2020;12.687
29008 Alhaurín el Grande;Mujeres;2019;12.361
29008 Alhaurín el Grande;Mujeres;2018;12.057
29008 Alhaurín el Grande;Mujeres;2017;12.370
29008 Alhaurín el Grande;Mujeres;2016;12.158
29008 Alhaurín el Grande;Mujeres;2015;12.171
29008 Alhaurín el Grande;Mujeres;2014;12.107
29008 Alhaurín el Grande;Mujeres;2013;12.105
29008 Alhaurín el Grande;Mujeres;2012;12.009
29008 Alhaurín el Grande;Mujeres;2011;11.831
29008 Alhaurín el Grande;Mujeres;2010;11.762
29008 Alhaurín el Grande;Mujeres;2009;11.589
29008 Alhaurín el Grande;Mujeres;2008;11.281
29008 Alhaurín el Grande;Mujeres;2007;10.820
29008 Alhaurín el Grande;Mujeres;2006;10.450
29008 Alhaurín el Grande;Mujeres;2005;9.970
29008 Alhaurín el Grande;Mujeres;2004;9.606
29008 Alhaurín el Grande;Mujeres;2003;9.369
29008 Alhaurín el Grande;Mujeres;2002;8.963
29008 Alhaurín el Grande;Mujeres;2001;8.752
29008 Alhaurín el Grande;Mujeres;2000;8.512
29008 Alhaurín el Grande;Mujeres;1999;8.432
29008 Alhaurín el Grande;Mujeres;1998;8.420
29008 Alhaurín el Grande;Mujeres;1997;""
29008 Alhaurín el Grande;Mujeres;1996;8.478
29009 Almáchar;Total;2022;1.840
29009 Almáchar;Total;2021;1.843
29009 Almáchar;Total;2020;1.817
29009 Almáchar;Total;2019;1.811
29009 Almáchar;Total;2018;1.802
29009 Almáchar;Total;2017;1.814
29009 Almáchar;Total;2016;1.835
29009 Almáchar;Total;2015;1.867
29009 Almáchar;Total;2014;1.890
29009 Almáchar;Total;2013;1.915
29009 Almáchar;Total;2012;1.904
29009 Almáchar;Total;2011;1.885
29009 Almáchar;Total;2010;1.899
29009 Almáchar;Total;2009;1.888
29009 Almáchar;Total;2008;1.896
29009 Almáchar;Total;2007;1.892
29009 Almáchar;Total;2006;1.906
29009 Almáchar;Total;2005;1.898
29009 Almáchar;Total;2004;1.908
29009 Almáchar;Total;2003;1.902
29009 Almáchar;Total;2002;1.822
29009 Almáchar;Total;2001;1.873
29009 Almáchar;Total;2000;1.904
29009 Almáchar;Total;1999;1.956
29009 Almáchar;Total;1998;1.956
29009 Almáchar;Total;1997;""
29009 Almáchar;Total;1996;1.967
29009 Almáchar;Hombres;2022;936
29009 Almáchar;Hombres;2021;940
29009 Almáchar;Hombres;2020;935
29009 Almáchar;Hombres;2019;944
29009 Almáchar;Hombres;2018;930
29009 Almáchar;Hombres;2017;936
29009 Almáchar;Hombres;2016;945
29009 Almáchar;Hombres;2015;962
29009 Almáchar;Hombres;2014;970
29009 Almáchar;Hombres;2013;984
29009 Almáchar;Hombres;2012;975
29009 Almáchar;Hombres;2011;967
29009 Almáchar;Hombres;2010;970
29009 Almáchar;Hombres;2009;963
29009 Almáchar;Hombres;2008;964
29009 Almáchar;Hombres;2007;969
29009 Almáchar;Hombres;2006;981
29009 Almáchar;Hombres;2005;980
29009 Almáchar;Hombres;2004;979
29009 Almáchar;Hombres;2003;971
29009 Almáchar;Hombres;2002;936
29009 Almáchar;Hombres;2001;958
29009 Almáchar;Hombres;2000;970
29009 Almáchar;Hombres;1999;991
29009 Almáchar;Hombres;1998;991
29009 Almáchar;Hombres;1997;""
29009 Almáchar;Hombres;1996;1.015
29009 Almáchar;Mujeres;2022;904
29009 Almáchar;Mujeres;2021;903
29009 Almáchar;Mujeres;2020;882
29009 Almáchar;Mujeres;2019;867
29009 Almáchar;Mujeres;2018;872
29009 Almáchar;Mujeres;2017;878
29009 Almáchar;Mujeres;2016;890
29009 Almáchar;Mujeres;2015;905
29009 Almáchar;Mujeres;2014;920
29009 Almáchar;Mujeres;2013;931
29009 Almáchar;Mujeres;2012;929
29009 Almáchar;Mujeres;2011;918
29009 Almáchar;Mujeres;2010;929
29009 Almáchar;Mujeres;2009;925
29009 Almáchar;Mujeres;2008;932
29009 Almáchar;Mujeres;2007;923
29009 Almáchar;Mujeres;2006;925
29009 Almáchar;Mujeres;2005;918
29009 Almáchar;Mujeres;2004;929
29009 Almáchar;Mujeres;2003;931
29009 Almáchar;Mujeres;2002;886
29009 Almáchar;Mujeres;2001;915
29009 Almáchar;Mujeres;2000;934
29009 Almáchar;Mujeres;1999;965
29009 Almáchar;Mujeres;1998;965
29009 Almáchar;Mujeres;1997;""
29009 Almáchar;Mujeres;1996;952
29010 Almargen;Total;2022;1.927
29010 Almargen;Total;2021;1.944
29010 Almargen;Total;2020;1.947
29010 Almargen;Total;2019;1.954
29010 Almargen;Total;2018;1.984
29010 Almargen;Total;2017;2.004
29010 Almargen;Total;2016;2.046
29010 Almargen;Total;2015;2.081
29010 Almargen;Total;2014;2.122
29010 Almargen;Total;2013;2.045
29010 Almargen;Total;2012;2.157
29010 Almargen;Total;2011;2.136
29010 Almargen;Total;2010;2.137
29010 Almargen;Total;2009;2.154
29010 Almargen;Total;2008;2.153
29010 Almargen;Total;2007;2.114
29010 Almargen;Total;2006;2.118
29010 Almargen;Total;2005;2.106
29010 Almargen;Total;2004;2.074
29010 Almargen;Total;2003;2.096
29010 Almargen;Total;2002;2.072
29010 Almargen;Total;2001;2.084
29010 Almargen;Total;2000;2.104
29010 Almargen;Total;1999;2.145
29010 Almargen;Total;1998;2.145
29010 Almargen;Total;1997;""
29010 Almargen;Total;1996;2.146
29010 Almargen;Hombres;2022;976
29010 Almargen;Hombres;2021;990
29010 Almargen;Hombres;2020;992
29010 Almargen;Hombres;2019;995
29010 Almargen;Hombres;2018;1.013
29010 Almargen;Hombres;2017;1.025
29010 Almargen;Hombres;2016;1.046
29010 Almargen;Hombres;2015;1.070
29010 Almargen;Hombres;2014;1.082
29010 Almargen;Hombres;2013;1.046
29010 Almargen;Hombres;2012;1.097
29010 Almargen;Hombres;2011;1.077
29010 Almargen;Hombres;2010;1.067
29010 Almargen;Hombres;2009;1.074
29010 Almargen;Hombres;2008;1.067
29010 Almargen;Hombres;2007;1.047
29010 Almargen;Hombres;2006;1.051
29010 Almargen;Hombres;2005;1.046
29010 Almargen;Hombres;2004;1.023
29010 Almargen;Hombres;2003;1.035
29010 Almargen;Hombres;2002;1.029
29010 Almargen;Hombres;2001;1.033
29010 Almargen;Hombres;2000;1.012
29010 Almargen;Hombres;1999;449
29010 Almargen;Hombres;1998;449
29010 Almargen;Hombres;1997;""
29010 Almargen;Hombres;1996;1.083
29010 Almargen;Mujeres;2022;951
29010 Almargen;Mujeres;2021;954
29010 Almargen;Mujeres;2020;955
29010 Almargen;Mujeres;2019;959
29010 Almargen;Mujeres;2018;971
29010 Almargen;Mujeres;2017;979
29010 Almargen;Mujeres;2016;1.000
29010 Almargen;Mujeres;2015;1.011
29010 Almargen;Mujeres;2014;1.040
29010 Almargen;Mujeres;2013;999
29010 Almargen;Mujeres;2012;1.060
29010 Almargen;Mujeres;2011;1.059
29010 Almargen;Mujeres;2010;1.070
29010 Almargen;Mujeres;2009;1.080
29010 Almargen;Mujeres;2008;1.086
29010 Almargen;Mujeres;2007;1.067
29010 Almargen;Mujeres;2006;1.067
29010 Almargen;Mujeres;2005;1.060
29010 Almargen;Mujeres;2004;1.051
29010 Almargen;Mujeres;2003;1.061
29010 Almargen;Mujeres;2002;1.043
29010 Almargen;Mujeres;2001;1.051
29010 Almargen;Mujeres;2000;1.092
29010 Almargen;Mujeres;1999;1.696
29010 Almargen;Mujeres;1998;1.696
29010 Almargen;Mujeres;1997;""
29010 Almargen;Mujeres;1996;1.063
29011 Almogía;Total;2022;3.885
29011 Almogía;Total;2021;3.859
29011 Almogía;Total;2020;3.792
29011 Almogía;Total;2019;3.715
29011 Almogía;Total;2018;3.770
29011 Almogía;Total;2017;3.765
29011 Almogía;Total;2016;3.786
29011 Almogía;Total;2015;3.826
29011 Almogía;Total;2014;3.906
29011 Almogía;Total;2013;4.168
29011 Almogía;Total;2012;4.195
29011 Almogía;Total;2011;4.221
29011 Almogía;Total;2010;4.257
29011 Almogía;Total;2009;4.298
29011 Almogía;Total;2008;4.316
29011 Almogía;Total;2007;4.299
29011 Almogía;Total;2006;4.309
29011 Almogía;Total;2005;4.313
29011 Almogía;Total;2004;4.244
29011 Almogía;Total;2003;4.269
29011 Almogía;Total;2002;4.108
29011 Almogía;Total;2001;4.093
29011 Almogía;Total;2000;4.072
29011 Almogía;Total;1999;4.119
29011 Almogía;Total;1998;4.159
29011 Almogía;Total;1997;""
29011 Almogía;Total;1996;4.263
29011 Almogía;Hombres;2022;2.021
29011 Almogía;Hombres;2021;2.002
29011 Almogía;Hombres;2020;1.969
29011 Almogía;Hombres;2019;1.922
29011 Almogía;Hombres;2018;1.950
29011 Almogía;Hombres;2017;1.937
29011 Almogía;Hombres;2016;1.940
29011 Almogía;Hombres;2015;1.968
29011 Almogía;Hombres;2014;2.004
29011 Almogía;Hombres;2013;2.138
29011 Almogía;Hombres;2012;2.157
29011 Almogía;Hombres;2011;2.162
29011 Almogía;Hombres;2010;2.183
29011 Almogía;Hombres;2009;2.204
29011 Almogía;Hombres;2008;2.202
29011 Almogía;Hombres;2007;2.192
29011 Almogía;Hombres;2006;2.204
29011 Almogía;Hombres;2005;2.206
29011 Almogía;Hombres;2004;2.163
29011 Almogía;Hombres;2003;2.179
29011 Almogía;Hombres;2002;2.084
29011 Almogía;Hombres;2001;2.065
29011 Almogía;Hombres;2000;2.057
29011 Almogía;Hombres;1999;2.103
29011 Almogía;Hombres;1998;2.133
29011 Almogía;Hombres;1997;""
29011 Almogía;Hombres;1996;2.169
29011 Almogía;Mujeres;2022;1.864
29011 Almogía;Mujeres;2021;1.857
29011 Almogía;Mujeres;2020;1.823
29011 Almogía;Mujeres;2019;1.793
29011 Almogía;Mujeres;2018;1.820
29011 Almogía;Mujeres;2017;1.828
29011 Almogía;Mujeres;2016;1.846
29011 Almogía;Mujeres;2015;1.858
29011 Almogía;Mujeres;2014;1.902
29011 Almogía;Mujeres;2013;2.030
29011 Almogía;Mujeres;2012;2.038
29011 Almogía;Mujeres;2011;2.059
29011 Almogía;Mujeres;2010;2.074
29011 Almogía;Mujeres;2009;2.094
29011 Almogía;Mujeres;2008;2.114
29011 Almogía;Mujeres;2007;2.107
29011 Almogía;Mujeres;2006;2.105
29011 Almogía;Mujeres;2005;2.107
29011 Almogía;Mujeres;2004;2.081
29011 Almogía;Mujeres;2003;2.090
29011 Almogía;Mujeres;2002;2.024
29011 Almogía;Mujeres;2001;2.028
29011 Almogía;Mujeres;2000;2.015
29011 Almogía;Mujeres;1999;2.016
29011 Almogía;Mujeres;1998;2.026
29011 Almogía;Mujeres;1997;""
29011 Almogía;Mujeres;1996;2.094
29012 Álora;Total;2022;13.382
29012 Álora;Total;2021;13.336
29012 Álora;Total;2020;13.112
29012 Álora;Total;2019;12.985
29012 Álora;Total;2018;12.951
29012 Álora;Total;2017;12.924
29012 Álora;Total;2016;12.941
29012 Álora;Total;2015;13.003
29012 Álora;Total;2014;13.046
29012 Álora;Total;2013;13.342
29012 Álora;Total;2012;13.399
29012 Álora;Total;2011;13.499
29012 Álora;Total;2010;13.474
29012 Álora;Total;2009;13.395
29012 Álora;Total;2008;13.436
29012 Álora;Total;2007;13.307
29012 Álora;Total;2006;13.204
29012 Álora;Total;2005;13.013
29012 Álora;Total;2004;12.838
29012 Álora;Total;2003;12.739
29012 Álora;Total;2002;12.538
29012 Álora;Total;2001;12.471
29012 Álora;Total;2000;12.509
29012 Álora;Total;1999;12.565
29012 Álora;Total;1998;12.633
29012 Álora;Total;1997;""
29012 Álora;Total;1996;12.862
29012 Álora;Hombres;2022;6.765
29012 Álora;Hombres;2021;6.764
29012 Álora;Hombres;2020;6.633
29012 Álora;Hombres;2019;6.572
29012 Álora;Hombres;2018;6.533
29012 Álora;Hombres;2017;6.527
29012 Álora;Hombres;2016;6.528
29012 Álora;Hombres;2015;6.540
29012 Álora;Hombres;2014;6.542
29012 Álora;Hombres;2013;6.708
29012 Álora;Hombres;2012;6.745
29012 Álora;Hombres;2011;6.796
29012 Álora;Hombres;2010;6.773
29012 Álora;Hombres;2009;6.763
29012 Álora;Hombres;2008;6.781
29012 Álora;Hombres;2007;6.706
29012 Álora;Hombres;2006;6.627
29012 Álora;Hombres;2005;6.525
29012 Álora;Hombres;2004;6.454
29012 Álora;Hombres;2003;6.410
29012 Álora;Hombres;2002;6.298
29012 Álora;Hombres;2001;6.249
29012 Álora;Hombres;2000;6.263
29012 Álora;Hombres;1999;6.282
29012 Álora;Hombres;1998;6.316
29012 Álora;Hombres;1997;""
29012 Álora;Hombres;1996;6.459
29012 Álora;Mujeres;2022;6.617
29012 Álora;Mujeres;2021;6.572
29012 Álora;Mujeres;2020;6.479
29012 Álora;Mujeres;2019;6.413
29012 Álora;Mujeres;2018;6.418
29012 Álora;Mujeres;2017;6.397
29012 Álora;Mujeres;2016;6.413
29012 Álora;Mujeres;2015;6.463
29012 Álora;Mujeres;2014;6.504
29012 Álora;Mujeres;2013;6.634
29012 Álora;Mujeres;2012;6.654
29012 Álora;Mujeres;2011;6.703
29012 Álora;Mujeres;2010;6.701
29012 Álora;Mujeres;2009;6.632
29012 Álora;Mujeres;2008;6.655
29012 Álora;Mujeres;2007;6.601
29012 Álora;Mujeres;2006;6.577
29012 Álora;Mujeres;2005;6.488
29012 Álora;Mujeres;2004;6.384
29012 Álora;Mujeres;2003;6.329
29012 Álora;Mujeres;2002;6.240
29012 Álora;Mujeres;2001;6.222
29012 Álora;Mujeres;2000;6.246
29012 Álora;Mujeres;1999;6.283
29012 Álora;Mujeres;1998;6.317
29012 Álora;Mujeres;1997;""
29012 Álora;Mujeres;1996;6.403
29013 Alozaina;Total;2022;2.089
29013 Alozaina;Total;2021;2.090
29013 Alozaina;Total;2020;2.061
29013 Alozaina;Total;2019;2.051
29013 Alozaina;Total;2018;2.015
29013 Alozaina;Total;2017;2.017
29013 Alozaina;Total;2016;2.030
29013 Alozaina;Total;2015;2.082
29013 Alozaina;Total;2014;2.119
29013 Alozaina;Total;2013;2.206
29013 Alozaina;Total;2012;2.230
29013 Alozaina;Total;2011;2.268
29013 Alozaina;Total;2010;2.244
29013 Alozaina;Total;2009;2.242
29013 Alozaina;Total;2008;2.238
29013 Alozaina;Total;2007;2.217
29013 Alozaina;Total;2006;2.223
29013 Alozaina;Total;2005;2.269
29013 Alozaina;Total;2004;2.236
29013 Alozaina;Total;2003;2.211
29013 Alozaina;Total;2002;2.221
29013 Alozaina;Total;2001;2.159
29013 Alozaina;Total;2000;2.145
29013 Alozaina;Total;1999;2.127
29013 Alozaina;Total;1998;2.188
29013 Alozaina;Total;1997;""
29013 Alozaina;Total;1996;2.274
29013 Alozaina;Hombres;2022;1.050
29013 Alozaina;Hombres;2021;1.057
29013 Alozaina;Hombres;2020;1.048
29013 Alozaina;Hombres;2019;1.050
29013 Alozaina;Hombres;2018;1.029
29013 Alozaina;Hombres;2017;1.019
29013 Alozaina;Hombres;2016;1.023
29013 Alozaina;Hombres;2015;1.051
29013 Alozaina;Hombres;2014;1.069
29013 Alozaina;Hombres;2013;1.120
29013 Alozaina;Hombres;2012;1.139
29013 Alozaina;Hombres;2011;1.160
29013 Alozaina;Hombres;2010;1.148
29013 Alozaina;Hombres;2009;1.149
29013 Alozaina;Hombres;2008;1.155
29013 Alozaina;Hombres;2007;1.144
29013 Alozaina;Hombres;2006;1.153
29013 Alozaina;Hombres;2005;1.174
29013 Alozaina;Hombres;2004;1.159
29013 Alozaina;Hombres;2003;1.149
29013 Alozaina;Hombres;2002;1.160
29013 Alozaina;Hombres;2001;1.124
29013 Alozaina;Hombres;2000;1.119
29013 Alozaina;Hombres;1999;1.111
29013 Alozaina;Hombres;1998;1.144
29013 Alozaina;Hombres;1997;""
29013 Alozaina;Hombres;1996;1.190
29013 Alozaina;Mujeres;2022;1.039
29013 Alozaina;Mujeres;2021;1.033
29013 Alozaina;Mujeres;2020;1.013
29013 Alozaina;Mujeres;2019;1.001
29013 Alozaina;Mujeres;2018;986
29013 Alozaina;Mujeres;2017;998
29013 Alozaina;Mujeres;2016;1.007
29013 Alozaina;Mujeres;2015;1.031
29013 Alozaina;Mujeres;2014;1.050
29013 Alozaina;Mujeres;2013;1.086
29013 Alozaina;Mujeres;2012;1.091
29013 Alozaina;Mujeres;2011;1.108
29013 Alozaina;Mujeres;2010;1.096
29013 Alozaina;Mujeres;2009;1.093
29013 Alozaina;Mujeres;2008;1.083
29013 Alozaina;Mujeres;2007;1.073
29013 Alozaina;Mujeres;2006;1.070
29013 Alozaina;Mujeres;2005;1.095
29013 Alozaina;Mujeres;2004;1.077
29013 Alozaina;Mujeres;2003;1.062
29013 Alozaina;Mujeres;2002;1.061
29013 Alozaina;Mujeres;2001;1.035
29013 Alozaina;Mujeres;2000;1.026
29013 Alozaina;Mujeres;1999;1.016
29013 Alozaina;Mujeres;1998;1.044
29013 Alozaina;Mujeres;1997;""
29013 Alozaina;Mujeres;1996;1.084
29014 Alpandeire;Total;2022;266
29014 Alpandeire;Total;2021;261
29014 Alpandeire;Total;2020;263
29014 Alpandeire;Total;2019;260
29014 Alpandeire;Total;2018;252
29014 Alpandeire;Total;2017;244
29014 Alpandeire;Total;2016;246
29014 Alpandeire;Total;2015;257
29014 Alpandeire;Total;2014;269
29014 Alpandeire;Total;2013;271
29014 Alpandeire;Total;2012;274
29014 Alpandeire;Total;2011;279
29014 Alpandeire;Total;2010;270
29014 Alpandeire;Total;2009;271
29014 Alpandeire;Total;2008;278
29014 Alpandeire;Total;2007;284
29014 Alpandeire;Total;2006;285
29014 Alpandeire;Total;2005;291
29014 Alpandeire;Total;2004;291
29014 Alpandeire;Total;2003;298
29014 Alpandeire;Total;2002;311
29014 Alpandeire;Total;2001;299
29014 Alpandeire;Total;2000;316
29014 Alpandeire;Total;1999;301
29014 Alpandeire;Total;1998;311
29014 Alpandeire;Total;1997;""
29014 Alpandeire;Total;1996;303
29014 Alpandeire;Hombres;2022;133
29014 Alpandeire;Hombres;2021;127
29014 Alpandeire;Hombres;2020;129
29014 Alpandeire;Hombres;2019;131
29014 Alpandeire;Hombres;2018;129
29014 Alpandeire;Hombres;2017;125
29014 Alpandeire;Hombres;2016;125
29014 Alpandeire;Hombres;2015;132
29014 Alpandeire;Hombres;2014;139
29014 Alpandeire;Hombres;2013;141
29014 Alpandeire;Hombres;2012;140
29014 Alpandeire;Hombres;2011;138
29014 Alpandeire;Hombres;2010;135
29014 Alpandeire;Hombres;2009;131
29014 Alpandeire;Hombres;2008;138
29014 Alpandeire;Hombres;2007;138
29014 Alpandeire;Hombres;2006;136
29014 Alpandeire;Hombres;2005;144
29014 Alpandeire;Hombres;2004;146
29014 Alpandeire;Hombres;2003;150
29014 Alpandeire;Hombres;2002;159
29014 Alpandeire;Hombres;2001;149
29014 Alpandeire;Hombres;2000;160
29014 Alpandeire;Hombres;1999;152
29014 Alpandeire;Hombres;1998;158
29014 Alpandeire;Hombres;1997;""
29014 Alpandeire;Hombres;1996;153
29014 Alpandeire;Mujeres;2022;133
29014 Alpandeire;Mujeres;2021;134
29014 Alpandeire;Mujeres;2020;134
29014 Alpandeire;Mujeres;2019;129
29014 Alpandeire;Mujeres;2018;123
29014 Alpandeire;Mujeres;2017;119
29014 Alpandeire;Mujeres;2016;121
29014 Alpandeire;Mujeres;2015;125
29014 Alpandeire;Mujeres;2014;130
29014 Alpandeire;Mujeres;2013;130
29014 Alpandeire;Mujeres;2012;134
29014 Alpandeire;Mujeres;2011;141
29014 Alpandeire;Mujeres;2010;135
29014 Alpandeire;Mujeres;2009;140
29014 Alpandeire;Mujeres;2008;140
29014 Alpandeire;Mujeres;2007;146
29014 Alpandeire;Mujeres;2006;149
29014 Alpandeire;Mujeres;2005;147
29014 Alpandeire;Mujeres;2004;145
29014 Alpandeire;Mujeres;2003;148
29014 Alpandeire;Mujeres;2002;152
29014 Alpandeire;Mujeres;2001;150
29014 Alpandeire;Mujeres;2000;156
29014 Alpandeire;Mujeres;1999;149
29014 Alpandeire;Mujeres;1998;153
29014 Alpandeire;Mujeres;1997;""
29014 Alpandeire;Mujeres;1996;150
29015 Antequera;Total;2022;41.184
29015 Antequera;Total;2021;41.348
29015 Antequera;Total;2020;41.318
29015 Antequera;Total;2019;41.239
29015 Antequera;Total;2018;41.154
29015 Antequera;Total;2017;41.104
29015 Antequera;Total;2016;41.065
29015 Antequera;Total;2015;41.141
29015 Antequera;Total;2014;41.430
29015 Antequera;Total;2013;41.620
29015 Antequera;Total;2012;41.827
29015 Antequera;Total;2011;41.854
29015 Antequera;Total;2010;45.234
29015 Antequera;Total;2009;45.168
29015 Antequera;Total;2008;45.037
29015 Antequera;Total;2007;44.547
29015 Antequera;Total;2006;44.032
29015 Antequera;Total;2005;43.206
29015 Antequera;Total;2004;42.378
29015 Antequera;Total;2003;41.953
29015 Antequera;Total;2002;41.197
29015 Antequera;Total;2001;40.816
29015 Antequera;Total;2000;40.598
29015 Antequera;Total;1999;40.433
29015 Antequera;Total;1998;40.239
29015 Antequera;Total;1997;""
29015 Antequera;Total;1996;40.181
29015 Antequera;Hombres;2022;20.163
29015 Antequera;Hombres;2021;20.247
29015 Antequera;Hombres;2020;20.215
29015 Antequera;Hombres;2019;20.180
29015 Antequera;Hombres;2018;20.161
29015 Antequera;Hombres;2017;20.132
29015 Antequera;Hombres;2016;20.192
29015 Antequera;Hombres;2015;20.224
29015 Antequera;Hombres;2014;20.370
29015 Antequera;Hombres;2013;20.441
29015 Antequera;Hombres;2012;20.536
29015 Antequera;Hombres;2011;20.550
29015 Antequera;Hombres;2010;22.256
29015 Antequera;Hombres;2009;22.257
29015 Antequera;Hombres;2008;22.179
